Mod:Item:MetaData, Localized Name
avaritia:infinity_pants, Infinity Leggings
avaritia:infinity_boots, Infinity Boots
avaritia:skullfire_sword, Skullfire Sword
avaritia:endest_pearl, Endest Pearl
avaritia:ultimate_stew, Ultimate Stew
avaritia:cosmic_meatballs, Cosmic Meatballs
avaritia:matter_cluster, Matter Cluster
avaritia:compressed_crafting_table, Compressed Crafting Table
avaritia:double_compressed_crafting_table, Double Compressed Crafting Table
avaritia:extreme_crafting_table, Extreme Crafting Table
avaritia:block_resource:0, Neutronium Block
avaritia:block_resource:1, Infinity Block
avaritia:block_resource:2, Crystal Matrix
avaritia:neutron_collector, Neutron Collector
avaritia:neutronium_compressor, Neutronium Compressor
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
zollerngalaxy:heartofzol, Zollus Heartium
zollerngalaxy:zolluscrystal, Zolnium Crystal
zollerngalaxy:kriffoncrystal, Kriffon Crystal
zollerngalaxy:purgotcrystal, Purgot Crystal
zollerngalaxy:edencrystal, Eden's Crystal
zollerngalaxy:purgotessence, Oasis Gem
zollerngalaxy:prometheancrystal, Promethean Crystal
zollerngalaxy:plutoniumcrystal, Plutonium Crystal
zollerngalaxy:azurite, Azurite
zollerngalaxy:ascendium, Ascendium
zollerngalaxy:rokkite, Rokkite
zollerngalaxy:perdglowstonedust, Lost Glowdust
zollerngalaxy:perddiamond, Lost Diamond
zollerngalaxy:etrium, Raw Etrium
zollerngalaxy:amber, Amber
zollerngalaxy:topaz, Topaz
zollerngalaxy:opal, Opal
zollerngalaxy:aquamarine, Aquamarine
zollerngalaxy:garnet, Garnet
zollerngalaxy:ruby, Ruby
zollerngalaxy:staticamber, Static Amber
zollerngalaxy:icyaqua, Icy Aquamarine
zollerngalaxy:firegarnet, Fiery Garnet
zollerngalaxy:witherite, Witherite
zollerngalaxy:netheridium, Netheridium
zollerngalaxy:sapphire, Sapphire
zollerngalaxy:stormcrystalgem, Storm Crystal Gem
zollerngalaxy:mudclayball, Mud Clay Ball
zollerngalaxy:brightstonedust, Britestone Dust
zollerngalaxy:shinestonedust, Shinestone Dust
zollerngalaxy:rawviri, Raw Virinium
zollerngalaxy:eveniumdust, Pulverized Evenium
zollerngalaxy:cobaltdust, Pulverized Cobalt
zollerngalaxy:fueltoniumraw, Raw Fuelonite
zollerngalaxy:shiniumdust, Shinium Dust
zollerngalaxy:chargiumdust, Chargium Blend
zollerngalaxy:diamonddust, Pulverized Diamond
zollerngalaxy:emeralddust, Pulverized Emerald
zollerngalaxy:amaranthdust, Amaranth Dust
zollerngalaxy:zollerniumdust, Zollernium Dust
zollerngalaxy:zincdust, Zinc Dust
zollerngalaxy:zucritedust, Zucrite Dust
zollerngalaxy:rhodiumdust, Rhodium Dust
zollerngalaxy:plutoniumdust, Plutonium Dust
zollerngalaxy:enrichmentdust, Enrichment Dust
zollerngalaxy:obsidiandust, Obsidian Dust
zollerngalaxy:raditedust, Radite Dust
zollerngalaxy:zogitedust, Zogite Dust
zollerngalaxy:zograditeblend, Zogradite Blend
zollerngalaxy:vibraniumdust, Vibranium Dust
zollerngalaxy:ingotviri, Virinium Ingot
zollerngalaxy:ingotcobalt, Cobalt Ingot
zollerngalaxy:ingotevenium, Evenium Ingot
zollerngalaxy:shinestoneingot, Shinestone Ingot
zollerngalaxy:shiniumingot, Shinium Ingot
zollerngalaxy:chargiumingot, Chargium Ingot
zollerngalaxy:fueltoniumingot, Fueltonium Ingot
zollerngalaxy:lapisingot, Lapis Ingot
zollerngalaxy:amaranthingot, Amaranth Ingot
zollerngalaxy:ascendantamaranthingot, Ascendant Amaranth Ingot
zollerngalaxy:zollerniumingot, Zollernium Ingot
zollerngalaxy:zincingot, Zinc Ingot
zollerngalaxy:etriumingot, Etrium Ingot
zollerngalaxy:zucriteingot, Zucrite Ingot
zollerngalaxy:rhodiumingot, Rhodium Ingot
zollerngalaxy:radiumingot, Radium Ingot
zollerngalaxy:plutoniumingot, Plutonium Ingot
zollerngalaxy:obsidianingot, Obsidian Ingot
zollerngalaxy:raditeingot, Radite Ingot
zollerngalaxy:zogiteingot, Zogite Ingot
zollerngalaxy:zograditeingot, Zogradite Ingot
zollerngalaxy:vibraniumingot, Vibranium Ingot
zollerngalaxy:hud, Galactic HUD
zollerngalaxy:alienstone, Ancient Eden's Essence
zollerngalaxy:compressedcobalt, Compressed Cobalt
zollerngalaxy:compresseddiamond, Compressed Diamond
zollerngalaxy:compressedemerald, Compressed Emerald
zollerngalaxy:compressedevenium, Compressed Evenium
zollerngalaxy:compressedgold, Compressed Gold
zollerngalaxy:compressedheartium, Compressed Heartium
zollerngalaxy:compressedkriffonium, Compressed Kriffonium
zollerngalaxy:compressedvirinium, Compressed Virinium
zollerngalaxy:compressedvyrex, Compressed Vyrexite
zollerngalaxy:compressedpromethean, Compressed Promethean
zollerngalaxy:compressedsuperchargedcoal, Compressed Super Charged Coal
zollerngalaxy:compressedriven, Compressed Riven
zollerngalaxy:compressedamaranth, Compressed Amaranth
zollerngalaxy:compressedazurite, Compressed Azurite
zollerngalaxy:compressedzollernium, Compressed Zollernium
zollerngalaxy:compressedzucrite, Compressed Zucrite
zollerngalaxy:compressedrhodium, Compressed Rhodium
zollerngalaxy:compressedascendantamaranth, Compressed Ascendant Amaranth
zollerngalaxy:compressedzanium, Compressed Zanium
zollerngalaxy:alienbaconraw, Raw Alien Bacon
zollerngalaxy:alienbaconcooked, Cooked Alien Bacon
zollerngalaxy:alienbeefraw, Raw Alien Beef
zollerngalaxy:alienbeefcooked, Cooked Alien Beef
zollerngalaxy:calamari_raw, Raw Squid
zollerngalaxy:calamari_cooked, Calamari
zollerngalaxy:fruitofeden, Fruit of Eden
zollerngalaxy:perdberry, Lost Berry
zollerngalaxy:perdpeach, Lost Peach
zollerngalaxy:rawblubberfish, Raw Blubber Fish
zollerngalaxy:cookedblubberfish, Cooked Blubber Fish
zollerngalaxy:rawbladefish, Raw Blade Fish
zollerngalaxy:cookedbladefish, Cooked Blade Fish
zollerngalaxy:rawgypsyfish, Raw Gypsy Fish
zollerngalaxy:cookedgypsyfish, Cooked Gypsy Fish
zollerngalaxy:creamball, Cream Ball
zollerngalaxy:rawchocolate, Raw Chocolate
zollerngalaxy:chocolatebar, Chocolate Bar
zollerngalaxy:brownie, Brownie
zollerngalaxy:candyapple, Candy Apple
zollerngalaxy:icecreamsandwich, Ice Cream Sandwich
zollerngalaxy:icecream, Ice Cream
zollerngalaxy:strawberry_chocolate, Chocolate-Covered Strawberry
zollerngalaxy:edendungeonkey, Eden's Treasure Key
zollerngalaxy:shadekey, Shade Key
zollerngalaxy:tlalocdungeonkey, Tlaloc's Dungeon Key
zollerngalaxy:perdreed, Lost Bamboo Plant
zollerngalaxy:shagreen, Shagreen
zollerngalaxy:sharktooth, Shark Tooth
zollerngalaxy:shadowbone, Shadow Bone
zollerngalaxy:shadowessence, Dark Matter Essence
zollerngalaxy:radium, Radium
zollerngalaxy:zanium, Zanium
zollerngalaxy:superchargedcoal, Super Charged Coal
zollerngalaxy:powerstick, Rod of Ascension
zollerngalaxy:lapisstick, Lapis Stick
zollerngalaxy:stargate_tier1, Stargate (Protocol One)
zollerngalaxy:stargate_tier2, Stargate (Protocol Two)
zollerngalaxy:stargate_tier3, Stargate (Protocol Three)
zollerngalaxy:stargate_tier4, Stargate (Protocol Four)
zollerngalaxy:stargate_tier5, Stargate (Protocol Five)
zollerngalaxy:stargate_tier6, Stargate (Protocol Six)
zollerngalaxy:stargate_tier7, Stargate (Protocol Seven)
zollerngalaxy:stargate_tier8, Stargate (Protocol Eight)
zollerngalaxy:stargate_tier9, Stargate (Protocol Nine)
zollerngalaxy:stargate_tier10, Stargate (Protocol Ten)
zollerngalaxy:stargate_tier918, Stargate (Birthday Protocol)
zollerngalaxy:stargate_moon, Stargate (Moon)
zollerngalaxy:omnitool, Omnitool
zollerngalaxy:bedrockbreaker, Bedrock Breaker
zollerngalaxy:cobalt_pickaxe, Cobalt Pickaxe
zollerngalaxy:evenium_pickaxe, Evenium Pickaxe
zollerngalaxy:virinium_pickaxe, Virinium Pickaxe
zollerngalaxy:amaranth_pickaxe, Amaranth Pickaxe
zollerngalaxy:azurite_pickaxe, Azurite Pickaxe
zollerngalaxy:zollernium_pickaxe, Zollernium Pickaxe
zollerngalaxy:ruby_pickaxe, Ruby Pickaxe
zollerngalaxy:sapphire_pickaxe, Sapphire Pickaxe
zollerngalaxy:zanium_pickaxe, Zanium Pickaxe
zollerngalaxy:cobalt_shovel, Cobalt Shovel
zollerngalaxy:evenium_shovel, Evenium Shovel
zollerngalaxy:virinium_shovel, Virinium Shovel
zollerngalaxy:amaranth_shovel, Amaranth Shovel
zollerngalaxy:azurite_shovel, Azurite Shovel
zollerngalaxy:zollernium_shovel, Zollernium Shovel
zollerngalaxy:ruby_shovel, Ruby Shovel
zollerngalaxy:sapphire_shovel, Sapphire Shovel
zollerngalaxy:zanium_shovel, Zanium Shovel
zollerngalaxy:cobalt_axe, Cobalt Axe
zollerngalaxy:evenium_axe, Evenium Axe
zollerngalaxy:virinium_axe, Virinium Axe
zollerngalaxy:amaranth_axe, Amaranth Axe
zollerngalaxy:azurite_axe, Azurite Axe
zollerngalaxy:zollernium_axe, Zollernium Axe
zollerngalaxy:ruby_axe, Ruby Axe
zollerngalaxy:sapphire_axe, Sapphire Axe
zollerngalaxy:zanium_axe, Zanium Axe
zollerngalaxy:cobalt_hoe, Cobalt Hoe
zollerngalaxy:evenium_hoe, Evenium Hoe
zollerngalaxy:virinium_hoe, Virinium Hoe
zollerngalaxy:amaranth_hoe, Amaranth Hoe
zollerngalaxy:azurite_hoe, Azurite Hoe
zollerngalaxy:zollernium_hoe, Zollernium Hoe
zollerngalaxy:ruby_hoe, Ruby Hoe
zollerngalaxy:sapphire_hoe, Sapphire Hoe
zollerngalaxy:zanium_hoe, Zanium Hoe
zollerngalaxy:cobalt_sword, Cobalt Sword
zollerngalaxy:evenium_sword, Evenium Sword
zollerngalaxy:virinium_sword, Virinium Sword
zollerngalaxy:amaranth_sword, Amaranth Sword
zollerngalaxy:azurite_sword, Azurite Sword
zollerngalaxy:zollernium_sword, Zollernium Sword
zollerngalaxy:ruby_sword, Ruby Sword
zollerngalaxy:sapphire_sword, Sapphire Sword
zollerngalaxy:zanium_sword, Zanium Sword
zollerngalaxy:wither_sword, Mortem
zollerngalaxy:fire_sword, Diablo
zollerngalaxy:thor_sword, Thor
zollerngalaxy:ender_sword, Ender
zollerngalaxy:ice_sword, Glacies
zollerngalaxy:light_sword, Archangel
zollerngalaxy:kree_reaper_axe, Kree Reaper Axe
zollerngalaxy:copper_tunneler, Copper Cave Tunneler
zollerngalaxy:gold_tunneler, Gold Cave Tunneler
zollerngalaxy:amaranth_tunneler, Amaranth Tunneler
zollerngalaxy:woodhelmet, Wooden Helmet
zollerngalaxy:stonehelmet, Stone Helmet
zollerngalaxy:amaranthhelmet, Amaranth Helmet
zollerngalaxy:zollerniumhelmet, Zollernium Helmet
zollerngalaxy:azuritehelmet, Azurite Helmet
zollerngalaxy:radiumhelmet, Radium Helmet
zollerngalaxy:rubyhelmet, Ruby Helmet
zollerngalaxy:sapphirehelmet, Sapphire Helmet
zollerngalaxy:zaniumhelmet, Zanium Helmet
zollerngalaxy:raditehelmet, Radite Helmet
zollerngalaxy:zogitehelmet, Zogite Helmet
zollerngalaxy:woodchestplate, Wooden Chestplate
zollerngalaxy:stonechestplate, Stone Chestplate
zollerngalaxy:amaranthchestplate, Amaranth Chestplate
zollerngalaxy:zollerniumchestplate, Zollernium Chestplate
zollerngalaxy:azuritechestplate, Azurite Chestplate
zollerngalaxy:radiumchestplate, Radium Chestplate
zollerngalaxy:rubychestplate, Ruby Chestplate
zollerngalaxy:sapphirechestplate, Sapphire Chestplate
zollerngalaxy:zaniumchestplate, Zanium Chestplate
zollerngalaxy:raditechestplate, Radite Chestplate
zollerngalaxy:zogitechestplate, Zogite Chestplate
zollerngalaxy:woodleggings, Wooden Leggings
zollerngalaxy:stoneleggings, Stone Leggings
zollerngalaxy:amaranthleggings, Amaranth Leggings
zollerngalaxy:zollerniumleggings, Zollernium Leggings
zollerngalaxy:azuriteleggings, Azurite Leggings
zollerngalaxy:radiumleggings, Radium Leggings
zollerngalaxy:rubyleggings, Ruby Leggings
zollerngalaxy:sapphireleggings, Sapphire Leggings
zollerngalaxy:zaniumleggings, Zanium Leggings
zollerngalaxy:raditeleggings, Radite Leggings
zollerngalaxy:zogiteleggings, Zogite Leggings
zollerngalaxy:woodboots, Wooden Boots
zollerngalaxy:stoneboots, Stone Boots
zollerngalaxy:amaranthboots, Amaranth Boots
zollerngalaxy:zollerniumboots, Zollernium Boots
zollerngalaxy:azuriteboots, Azurite Boots
zollerngalaxy:radiumboots, Radium Boots
zollerngalaxy:rubyboots, Ruby Boots
zollerngalaxy:sapphireboots, Sapphire Boots
zollerngalaxy:zaniumboots, Zanium Boots
zollerngalaxy:raditeboots, Radite Boots
zollerngalaxy:zogiteboots, Zogite Boots
zollerngalaxy:blueprint_corruption, Corruption Protection
zollerngalaxy:blueprint_scorch, Scorch Protection
zollerngalaxy:blueprint_freeze, Freeze Protection
zollerngalaxy:blueprint_infection, Infection Protection
zollerngalaxy:heart, Healing Heart
zollerngalaxy:heartforce, Max Heartforce
zollerngalaxy:storm_amulet, Storm Amulet
zollerngalaxy:oxygentank_tier4, Oxygen Tank (Tier 4)
zollerngalaxy:oxygentank_tier5, Oxygen Tank (Tier 5)
zollerngalaxy:oxygentank_tier6, Oxygen Tank (Tier 6)
zollerngalaxy:alcohol, Alcohol
zollerngalaxy:gauze, Gauze
zollerngalaxy:medkit, Medkit
zollerngalaxy:nail, Nail
zollerngalaxy:nailgroup, Nail Group
zollerngalaxy:woodbox, Wooden Box
zollerngalaxy:metalparts, Metal Parts
zollerngalaxy:dough, Dough
zollerngalaxy:cookeddough, Cooked Dough
zollerngalaxy:flour, Flour
zollerngalaxy:kreeflesh, Kree Flesh
zollerngalaxy:kreebloodvial, Kree Blood Vial
zollerngalaxy:kreesummoner, Kree Summoner Orb
zollerngalaxy:strawberry, Strawberry
zollerngalaxy:blackberry, Blackberry
zollerngalaxy:blueberry, Blueberry
zollerngalaxy:grape, Grape
zollerngalaxy:tomato, Tomato
zollerngalaxy:corn, Corn
zollerngalaxy:cucumber, Cucumber
zollerngalaxy:radish, Radish
zollerngalaxy:onion, Onion
zollerngalaxy:peas, Pea Pod
zollerngalaxy:garlic, Garlic
zollerngalaxy:ghostpepper, Ghost Pepper
zollerngalaxy:cherry, Cherry
zollerngalaxy:banana, Banana
zollerngalaxy:guava, Guava
zollerngalaxy:peach, Peach
zollerngalaxy:grapefruit, Grapefruit
zollerngalaxy:orange, Orange
zollerngalaxy:lemon, Lemon
zollerngalaxy:lime, Lime
zollerngalaxy:limon, Limon
zollerngalaxy:pea, Pea
zollerngalaxy:cornkernel, Corn Kernel
zollerngalaxy:popcorn, Popcorn
zollerngalaxy:popcornbowl, Bowl of Popcorn
zollerngalaxy:lovetreesapling, Lovetree Sapling
zollerngalaxy:goldenwoodsapling, Goldenwood Sapling
zollerngalaxy:paradisewoodsapling, Paradise Tree Sapling
zollerngalaxy:edentreesapling, Edenwood Sapling
zollerngalaxy:edenfruit, Eden's Indigo Fruit
zollerngalaxy:edenflower, Eden's Flower
zollerngalaxy:edenflower_black, Eden's Black Flower
zollerngalaxy:edenflower_blue, Eden's Blue Flower
zollerngalaxy:edenflower_cyan, Eden's Cyan Flower
zollerngalaxy:edenflower_green, Eden's Green Flower
zollerngalaxy:edenflower_orange, Eden's Orange Flower
zollerngalaxy:edenflower_pink, Eden's Pink Flower
zollerngalaxy:edenflower_purple, Eden's Purple Flower
zollerngalaxy:edenflower_red, Eden's Red Flower
zollerngalaxy:edenflower_yellow, Eden's Yellow Flower
zollerngalaxy:edenflower_white, Eden's White Flower
zollerngalaxy:oasisflower, Oasis Flower
zollerngalaxy:aster, Galaxy Aster
zollerngalaxy:zolstone, Zolstone
zollerngalaxy:zolcobblerock, Zolrock Cobblestone
zollerngalaxy:zolsurfacerock, Zolrock
zollerngalaxy:zolroyalrock, Zollus Royal Rock
zollerngalaxy:zolsnow, Zollus Snow
zollerngalaxy:zolice, Zollus Ice
zollerngalaxy:zoldirt, Zollus Dirt
zollerngalaxy:zolgravel, Zollus Gravel
zollerngalaxy:zolrockbricks, Zollus Rock Bricks
zollerngalaxy:zolcoalore, Zollus Coal Ore
zollerngalaxy:zolcopperore, Zollus Copper Ore
zollerngalaxy:zolgoldore, Zollus Gold Ore
zollerngalaxy:zolheartore, Zollus Heartium Ore
zollerngalaxy:zoltinore, Zollus Tin Ore
zollerngalaxy:zolironore, Zollus Iron Ore
zollerngalaxy:zolcrystals, Zolnium Crystals
zollerngalaxy:kriffrock, Kriffrock
zollerngalaxy:kriffstone, Kriffstone
zollerngalaxy:kriffcobblerock, Kriffon Cobblerock
zollerngalaxy:kriffdirt, Kriffon Dirt
zollerngalaxy:kriffrockbricks, Kriffon Rock Bricks
zollerngalaxy:magmarock, Magrock
zollerngalaxy:blazerock, Blazerock
zollerngalaxy:kriffcoalore, Kriffon Coal Ore
zollerngalaxy:kriffcopperore, Kriffon Copper Ore
zollerngalaxy:kriffironore, Kriffon Iron Ore
zollerngalaxy:kriffgoldore, Kriffon Gold Ore
zollerngalaxy:kriffredstoneore, Kriffon Redstone Ore
zollerngalaxy:kriffcobaltore, Kriffon Cobalt Ore
zollerngalaxy:purgcobblerock, Purgot Cobblerock
zollerngalaxy:purgstone, Purgot Stone
zollerngalaxy:purgrockbricks, Purgot Rock Bricks
zollerngalaxy:whiterock, Whiterock
zollerngalaxy:blackrock, Blackrock
zollerngalaxy:purgrock, Purgot Rock
zollerngalaxy:purgdirt, Purgot Dirt
zollerngalaxy:purggravel, Purgot Gravel
zollerngalaxy:purgmeteoricironore, Purgot Meteoric Iron Ore
zollerngalaxy:purgcobaltore, Purgot Cobalt Ore
zollerngalaxy:purgironore, Purgot Iron Ore
zollerngalaxy:purggoldore, Purgot Gold Ore
zollerngalaxy:purgcopperore, Purgot Copper Ore
zollerngalaxy:purgdiamondore, Purgot Diamond Ore
zollerngalaxy:purgemeraldore, Purgot Emerald Ore
zollerngalaxy:purgeveniumore, Purgot Evenium Ore
zollerngalaxy:purgaluminumore, Purgot Aluminum Ore
zollerngalaxy:purgtinore, Purgot Tin Ore
zollerngalaxy:purgleadore, Purgot Lead Ore
zollerngalaxy:purgredstoneore, Purgot Redstone Ore
zollerngalaxy:edensurfacerock, Eden's Greenrock
zollerngalaxy:edentallgrass, Eden's Tall Grass
zollerngalaxy:edengrass, Eden's Grass
zollerngalaxy:edensoil, Eden's Soil
zollerngalaxy:edenrock, Edenrock Stone
zollerngalaxy:edensacredstone, Eden's Sacred Stone
zollerngalaxy:edencobblerock, Edenrock Cobblestone
zollerngalaxy:edenrockbricks, Edenrock Bricks
zollerngalaxy:edengoldengrass, Eden's Golden Grass
zollerngalaxy:edengrass_autumn, Eden's Paradise Grass
zollerngalaxy:edenswampgrass, Eden's Swamp Grass
zollerngalaxy:edengrass_snow, Eden's Snowy Grass
zollerngalaxy:edenwinterrock, Eden's Snowrock
zollerngalaxy:bloodsand, Eden's Blood Sand
zollerngalaxy:bloodstone, Eden's Bloodstone
zollerngalaxy:bonestone, Eden's Bone Stone
zollerngalaxy:edengravel, Eden's Gravel
zollerngalaxy:brightstone, Eden's Britestone
zollerngalaxy:edenwoodlog, Edenwood Log
zollerngalaxy:edenwoodleaves, Edenwood Leaves
zollerngalaxy:edenwoodplanks, Edenwood Planks
zollerngalaxy:paradisewoodlog, Paradise Tree Log
zollerngalaxy:paradisewoodleaves, Paradise Tree Leaves
zollerngalaxy:paradisewoodplanks, Paradise Tree Planks
zollerngalaxy:goldenwoodlog, Goldenwood Log
zollerngalaxy:goldenwoodleaves, Goldenwood Leaves
zollerngalaxy:goldenwoodplanks, Goldenwood Planks
zollerngalaxy:lovetreelog, Lovetree Log
zollerngalaxy:lovetreeleaves, Lovetree Leaves
zollerngalaxy:lovetreeplanks, Lovetree Planks
zollerngalaxy:edendungeonbricks, Eden's Sacred Bricks
zollerngalaxy:edenaluminumore, Eden's Aluminum Ore
zollerngalaxy:edensteelore, Eden's Steel Ore
zollerngalaxy:edenbronzeore, Eden's Bronze Ore
zollerngalaxy:edeninvarore, Eden's Invar Ore
zollerngalaxy:edenelectrumore, Eden's Electrum Ore
zollerngalaxy:edenplatinumore, Eden's Platinum Ore
zollerngalaxy:edencoalore, Eden's Coal Ore
zollerngalaxy:edencopperore, Eden's Copper Ore
zollerngalaxy:edendeshore, Eden's Desh Ore
zollerngalaxy:edendiamondore, Eden's Diamond Ore
zollerngalaxy:edenemeraldore, Eden's Emerald Ore
zollerngalaxy:edengoldore, Eden's Gold Ore
zollerngalaxy:edensilverore, Eden's Silver Ore
zollerngalaxy:edenironore, Eden's Iron Ore
zollerngalaxy:edenlapisore, Eden's Lapis Ore
zollerngalaxy:edenmeteoricironore, Eden's Meteoric Iron Ore
zollerngalaxy:edenredstoneore, Eden's Redstone Ore
zollerngalaxy:edentinore, Eden's Tin Ore
zollerngalaxy:edenleadore, Eden's Lead Ore
zollerngalaxy:edennickleore, Eden's Nickel Ore
zollerngalaxy:edenviriore, Eden's Virinium Ore
zollerngalaxy:edencobaltore, Eden's Cobalt Ore
